Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Sempra energy  inc.,SRE,"",532800.0,73228000.0,0.181726,0.107,147,192774.0,56.6939,addition,0.1944242,Q3 2018,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,122.3242
Csx corp,CSX,"",941268.0,72826000.0,0.180728,0.1813,148,-27700.0,-2.858712,reduction,0.1158213,Q1 2007,TRANSPORTS,13F,06/30/2019,36.8462
Cigna holding co,CI,"",461598.0,72725000.0,0.180478,0.1915,149,-14700.0,-3.086303,reduction,0.1214540,Q2 2013,FINANCE,13F,06/30/2019,182.9012
Equinix inc,EQIX,"",143706.0,72469000.0,0.179842,0.2059,150,-38000.0,-20.912903,reduction,0.1777000,Q2 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,436.5141
Fortune brands home & security inc,FBHS,"",1232115.0,70391000.0,0.174685,0.2013,151,-458800.0,-27.133239,reduction,0.8808371,Q1 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,52.1902
Synchrony financial,SYF,"",2025038.0,70208000.0,0.174231,0.1769,152,-192617.0,-8.685616,reduction,0.2937733,Q4 2015,FINANCE,13F,06/30/2019,32.4749
Willis towers watson plc,WLTW,"",360175.0,68988000.0,0.171204,0.1661,153,-18100.0,-4.784879,reduction,0.2787732,Q1 2016,FINANCE,13F,06/30/2019,147.4942
Dupont de nemours  inc. (formerly dowdupont),DD,"",918621.0,68961000.0,0.171137,0.9213,154,-2347081.65,-71.870648,reduction,0.0408276,Q3 2017,MATERIALS,13F,06/30/2019,50.4866
S&p global inc. (mcgraw-hill inc.),SPGI,"",300411.0,68431000.0,0.169821,0.1645,155,-11971.0,-3.832167,reduction,0.1220786,Q4 2001,COMMUNICATIONS,13F,06/30/2019,104.6972
General motors co,GM,"",1754986.0,67620000.0,0.167809,0.0429,156,1292120.0,279.156387,addition,0.1237308,Q2 2013,CONSUMER DISCRETIONARY,13F,06/30/2019,38.4482
Nova measuring instruments ltd,NVMI,"",2638690.0,67524000.0,0.167571,0.0881,157,1240000.0,88.654384,addition,9.4475116,Q4 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,25.1609
Huntington ingalls industries inc,HII,"",299419.0,67291000.0,0.166992,0.2423,158,-168154.0,-35.963154,reduction,0.7206233,Q3 2014,INDUSTRIALS,13F,06/30/2019,202.4637
Commscope holding co inc,COMM,"",4191996.0,65940000.0,0.16364,,159,4191996.0,,new,2.1661823,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,15.73
Crown castle international corp,CCI,"",505094.0,65839000.0,0.163389,0.1665,160,-15100.0,-2.902763,reduction,0.1215425,Q2 2013,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,108.4982
Illumina inc,ILMN,"",178797.0,65824000.0,0.163352,0.1433,161,-5673.0,-3.075297,reduction,0.1216886,Q4 2013,HEALTH CARE,13F,06/30/2019,234.1316
Amarin corp. adr,AMRN,"",3375000.0,65441000.0,0.162401,0.1285,162,900000.0,36.363636,addition,1.0451505,Q1 2017,HEALTH CARE,13F,06/30/2019,10.408
Norfolk southern corp.,NSC,"",324906.0,64764000.0,0.160721,0.1565,163,-10000.0,-2.985912,reduction,0.1214784,Q4 2001,TRANSPORTS,13F,06/30/2019,75.9234
Mdu resources group,MDU,"",2500000.0,64500000.0,0.160066,,164,2500000.0,,new,1.2733014,Q2 2019,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,25.8
American express co,AXP,"",519225.0,64093000.0,0.159056,0.1702,165,-103500.0,-16.620499,reduction,0.0615655,Q4 2001,FINANCE,13F,06/30/2019,102.2783
Dover corp.,DOV,"",633513.0,63478000.0,0.15753,0.0784,166,299248.0,89.52418,addition,0.4362737,Q4 2018,INDUSTRIALS,13F,06/30/2019,90.2837
Marvell technology group ltd,MRVL,"",2656179.0,63403000.0,0.157344,0.1174,167,294812.0,12.484802,addition,0.4030009,Q3 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,20.0198
Zoetis  inc.,ZTS,"",557039.0,63218000.0,0.156885,0.1444,168,-16700.0,-2.910731,reduction,0.1163747,Q1 2013,HEALTH CARE,13F,06/30/2019,61.7707
Automatic data processing inc,ADP,"",381924.0,63143000.0,0.156698,0.1938,169,-103300.0,-21.289137,reduction,0.0876716,Q4 2001,INFORMATION TECHNOLOGY,13F,06/30/2019,109.1385
Allergan plc,AGN,"",375399.0,62853000.0,0.155979,0.1188,170,50930.0,15.696415,addition,0.1128646,Q2 2014,HEALTH CARE,13F,06/30/2019,229.8125
Marsh & mclennan companies  inc.,MMC,"",616604.0,61506000.0,0.152636,0.1993,171,-232100.0,-27.347579,reduction,0.1220732,Q4 2010,FINANCE,13F,06/30/2019,49.8964
Prologis  inc.,PLD,"",767029.0,61439000.0,0.15247,0.142,172,-22200.0,-2.812872,reduction,0.1216830,Q2 2011,REAL ESTATE,13F,06/30/2019,41.1813
Stemline therapeutics inc,STML,"",4000000.0,61280000.0,0.152075,0.1125,173,500000.0,14.285714,addition,9.1554131,Q3 2017,HEALTH CARE,13F,06/30/2019,13.3433
Grace (w.r.) & co. (de),GRA,"",799600.0,60858000.0,0.151028,,174,799600.0,,new,1.1959318,Q2 2019,MATERIALS,13F,06/30/2019,76.11
Capital one financial corp,COF,"",670582.0,60849000.0,0.151006,0.1195,175,85500.0,14.613336,addition,0.1428777,Q3 2016,FINANCE,13F,06/30/2019,86.9882
Bunge ltd. adr,BG,"",1088918.0,60664000.0,0.150546,0.2507,176,-800000.0,-42.352288,reduction,0.7716256,Q3 2016,CONSUMER STAPLES,13F,06/30/2019,67.0668
Ingersoll-rand co. ltd.,IR,"",477170.0,60443000.0,0.149998,0.1574,177,-105793.0,-18.147464,reduction,0.1970393,Q4 2015,INDUSTRIALS,13F,06/30/2019,93.163
Simon property group  inc.,SPG,"",375163.0,59936000.0,0.14874,0.1762,178,-11600.0,-2.999253,reduction,0.1214238,Q2 2002,REAL ESTATE,13F,06/30/2019,83.2274
Spark therapeutics inc,ONCE,"",584332.0,59824000.0,0.148462,0.1566,179,34332.0,6.242182,addition,1.5213017,Q1 2019,HEALTH CARE,13F,06/30/2019,113.2043
Schlumberger ltd.,SLB,"",1504567.0,59791000.0,0.14838,0.1554,180,78000.0,5.467672,addition,0.1085570,Q2 2016,ENERGY,13F,06/30/2019,75.7971
Kla - tencor corp,KLAC,"",505414.0,59740000.0,0.148253,0.0818,181,231514.0,84.525009,addition,0.3339152,Q2 2008,INFORMATION TECHNOLOGY,13F,06/30/2019,113.6832
Intercontinental exchange inc,ICE,"",692090.0,59478000.0,0.147603,0.1351,182,-17300.0,-2.438715,reduction,0.1223379,Q4 2013,FINANCE,13F,06/30/2019,47.2686
Aon plc,AON,"",307663.0,59373000.0,0.147343,0.1356,183,-10100.0,-3.178469,reduction,0.1281929,Q2 2009,FINANCE,13F,06/30/2019,105.652
Take-two interactive software  inc.,TTWO,"",517567.0,58759000.0,0.145819,0.1215,184,2634.0,0.511523,addition,0.4573763,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,105.4658
Conocophillips (phillips petroleum),COP,"",952638.0,58111000.0,0.144211,,185,952638.0,,new,0.0839773,Q2 2019,ENERGY,13F,06/30/2019,61.0
Ametek inc.,AME,"",630938.0,57314000.0,0.142233,0.1797,186,-235300.0,-27.163435,reduction,0.2773110,Q2 2013,INDUSTRIALS,13F,06/30/2019,78.364
Motorola solutions inc,MSI,"",343076.0,57201000.0,0.141953,0.1416,187,-60300.0,-14.948832,reduction,0.2093586,Q3 2011,INFORMATION TECHNOLOGY,13F,06/30/2019,107.9346
United rentals  inc.,URI,"",429626.0,56981000.0,0.141407,0.0719,188,177947.0,70.703952,addition,0.5452799,Q4 2015,INDUSTRIALS,13F,06/30/2019,122.5734
Orbcomm inc,ORBC,"",7847544.0,56895000.0,0.141193,0.1333,189,-12392.0,-0.15766,reduction,9.8810677,Q4 2015,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,9.5902
Progressive corp.,PGR,"",707204.0,56527000.0,0.14028,0.2026,190,-416700.0,-37.07612,reduction,0.1210986,Q2 2013,FINANCE,13F,06/30/2019,42.4739
Assurant inc.,AIZ,"",528140.0,56184000.0,0.139429,0.131,191,-23900.0,-4.329396,reduction,0.8559806,Q2 2015,FINANCE,13F,06/30/2019,92.6993
Micron technology  inc.,MU,"",1448330.0,55891000.0,0.138702,0.1507,192,-9600.0,-0.658468,reduction,0.1308704,Q4 2001,INFORMATION TECHNOLOGY,13F,06/30/2019,21.0309
Biohaven pharmaceutical holding co ltd,BHVN,"",1275000.0,55832000.0,0.138555,0.0869,193,600000.0,88.888889,addition,2.8632383,Q4 2018,HEALTH CARE,13F,06/30/2019,42.1735
Arthur j. gallagher & co inc,AJG,"",633500.0,55488000.0,0.137701,0.1191,194,23400.0,3.835437,addition,0.3420072,Q2 2016,FINANCE,13F,06/30/2019,68.602
Goodyear tire and rubber co.,GT,"",3608346.0,55208000.0,0.137007,0.1918,195,-618065.0,-14.623874,reduction,1.5535805,Q2 2013,CONSUMER DISCRETIONARY,13F,06/30/2019,25.5125
Cabot microelectronics corp,CCMP,"",498279.0,54851000.0,0.136121,0.0674,196,257471.0,106.919621,addition,1.7205767,Q3 2016,INFORMATION TECHNOLOGY,13F,06/30/2019,93.7709
Brunswick corp.,BC,"",1189917.0,54605000.0,0.13551,0.1761,197,-209300.0,-14.958366,reduction,1.3670921,Q3 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,57.9231
Goldman sachs group inc,GS,"",266600.0,54546000.0,0.135364,0.1954,198,-140400.0,-34.496314,reduction,0.0726906,Q2 2014,FINANCE,13F,06/30/2019,217.2707
Charles schwab corp,SCHW,"",1312800.0,52761000.0,0.130934,0.135,199,50400.0,3.992395,addition,0.0983946,Q2 2014,FINANCE,13F,06/30/2019,36.3272
American electric power co. (american gas & electric),AEP,"",595680.0,52426000.0,0.130103,0.1266,200,-9000.0,-1.488391,reduction,0.1207663,Q4 2018,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,74.74
Fifth third bancorp (1927) (cincinnati  oh),FITB,"",1854100.0,51729000.0,0.128373,0.0725,201,704300.0,61.254131,addition,0.2858574,Q2 2018,FINANCE,13F,06/30/2019,25.7001
Eog resources inc,EOG,"",554100.0,51620000.0,0.128102,0.1084,202,98600.0,21.646542,addition,0.0955246,Q4 2001,ENERGY,13F,06/30/2019,94.9665
Fleetcor technologies inc,FLT,"",183398.0,51507000.0,0.127822,0.0693,203,70998.0,63.16548,addition,0.2127834,Q3 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,235.1734
American international group  inc.,AIG,"",948121.0,50516000.0,0.125363,0.1177,204,-144600.0,-13.233021,reduction,0.1090120,Q2 2012,FINANCE,13F,06/30/2019,43.2492
Aflac inc.,AFL,"",917274.0,50276000.0,0.124767,0.1118,205,23200.0,2.594864,addition,0.1224910,Q1 2015,FINANCE,13F,06/30/2019,23.9038
Aerie pharmaceuticals inc,AERI,"",1700100.0,50238000.0,0.124673,0.268,206,-555900.0,-24.640957,reduction,3.7023084,Q3 2015,HEALTH CARE,13F,06/30/2019,36.9635
Prudential financial inc.,PRU,"",491137.0,49605000.0,0.123102,0.0831,207,129500.0,35.809389,addition,0.1202794,Q4 2012,FINANCE,13F,06/30/2019,90.5015
Estee lauder companies inc.,EL,"",266584.0,48814000.0,0.121139,0.1129,208,-6200.0,-2.272861,reduction,0.0738133,Q4 2010,CONSUMER STAPLES,13F,06/30/2019,114.3216
Ford motor co.,F,"",4727200.0,48359000.0,0.12001,0.1051,209,-61100.0,-1.276027,reduction,0.1189727,Q2 2005,CONSUMER DISCRETIONARY,13F,06/30/2019,10.9958
Fedex corporation,FDX,"",292204.0,47977000.0,0.119062,0.1362,210,-8000.0,-2.664855,reduction,0.1121360,Q3 2013,TRANSPORTS,13F,06/30/2019,155.3597
Sap se adr,SAP,"",350000.0,47880000.0,0.118821,,211,350000.0,,new,0.0284900,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,136.8
Phillips 66,PSX,"",511001.0,47799000.0,0.11862,0.1255,212,-16200.0,-3.072832,reduction,0.1126670,Q2 2016,ENERGY,13F,06/30/2019,104.5732
Freeport-mcmoran copper & gold  inc,FCX,"",4108900.0,47704000.0,0.118384,0.1512,213,-580700.0,-12.382719,reduction,0.2835562,Q2 2018,MATERIALS,13F,06/30/2019,14.995
Toyota motors corp. adr,TM,"",384208.0,47638000.0,0.118221,0.1075,214,20000.0,5.491368,addition,0.0261517,Q2 2013,CONSUMER DISCRETIONARY,13F,06/30/2019,119.3793
Spartan energy acquisition corp,SPAQ,"",4752000.0,47520000.0,0.117928,0.1168,215,0.0,0.0,,6.8869565,Q4 2018,FINANCE,13F,06/30/2019,9.63
Baxter international inc.,BAX,"",579797.0,47485000.0,0.117841,0.1216,216,-18266.0,-3.054193,reduction,0.1134366,Q4 2001,HEALTH CARE,13F,06/30/2019,65.9461
Marriott international inc/md,MAR,"",337725.0,47379000.0,0.117578,0.1096,217,-12600.0,-3.59666,reduction,0.0994274,Q2 2013,CONSUMER DISCRETIONARY,13F,06/30/2019,61.6236
Edwards lifesciences corp.,EW,"",252610.0,46667000.0,0.115811,0.1775,218,-118440.0,-31.920226,reduction,0.1214179,Q3 2014,HEALTH CARE,13F,06/30/2019,149.7689
Science applications international corp,SAIC,"",529991.0,45876000.0,0.113848,0.064,219,197313.0,59.310504,addition,0.8957090,Q3 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,73.2544
Voya financial inc,VOYA,"",819000.0,45291000.0,0.112396,0.1036,220,-10000.0,-1.206273,reduction,0.5682764,Q1 2019,FINANCE,13F,06/30/2019,49.96
Harsco corp.,HSC,"",1646301.0,45174000.0,0.112106,0.0897,221,-133152.0,-7.482749,reduction,2.0558204,Q3 2018,INDUSTRIALS,13F,06/30/2019,23.4065
Kennametal inc.,KMT,"",1219659.0,45115000.0,0.111959,0.0487,222,689562.0,130.08223,addition,1.4832287,Q1 2019,INDUSTRIALS,13F,06/30/2019,36.8857
Ross stores inc. (de),ROST,"",453478.0,44949000.0,0.111547,0.5711,223,-1999725.0,-81.51486,reduction,0.1234155,Q4 2012,CONSUMER DISCRETIONARY,13F,06/30/2019,89.6366
Suntrust banks  inc.,STI,"",712200.0,44762000.0,0.111083,0.1408,224,-237900.0,-25.03947,reduction,0.1606732,Q1 2019,FINANCE,13F,06/30/2019,59.25
Dicerna pharmaceuticals inc,DRNA,"",2800000.0,44100000.0,0.10944,0.1117,225,-250000.0,-8.196721,reduction,4.0983607,Q4 2017,HEALTH CARE,13F,06/30/2019,10.122
Dominion energy inc,D,"",567315.0,43865000.0,0.108857,0.1376,226,-150400.0,-20.955393,reduction,0.0709676,Q2 2018,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,68.4237
Hca healthcare inc,HCA,"",323000.0,43660000.0,0.108349,0.109,227,-11200.0,-3.351287,reduction,0.0943589,Q1 2015,HEALTH CARE,13F,06/30/2019,88.3497
Humana  inc.,HUM,"",164110.0,43538000.0,0.108046,0.1131,228,-6000.0,-3.52713,reduction,0.1209894,Q4 2001,HEALTH CARE,13F,06/30/2019,207.5328
Autodesk  inc.,ADSK,"",266889.0,43476000.0,0.107892,0.107,229,-7800.0,-2.839575,reduction,0.1215674,Q1 2011,INFORMATION TECHNOLOGY,13F,06/30/2019,103.3323
Public storage  inc.,PSA,"",182292.0,43416000.0,0.107743,0.1027,230,-6300.0,-3.340545,reduction,0.1044653,Q4 2008,REAL ESTATE,13F,06/30/2019,84.6926
Walgreens boots alliance inc.,WBA,"",769797.0,42085000.0,0.10444,0.1583,231,-230800.0,-23.066229,reduction,0.0841952,Q4 2001,CONSUMER STAPLES,13F,06/30/2019,65.5858
Delta air lines inc.,DAL,"",741149.0,42060000.0,0.104378,0.1006,232,-37400.0,-4.803808,reduction,0.1091611,Q2 2012,TRANSPORTS,13F,06/30/2019,47.7994
Yum! brands  inc. (tricon global restaurants),YUM,"",375068.0,41509000.0,0.103011,0.0961,233,-10118.0,-2.626783,reduction,0.1224072,Q4 2001,CONSUMER DISCRETIONARY,13F,06/30/2019,34.0326
Dow inc,DOW,"",837980.0,41321000.0,0.102544,,234,837980.0,,new,0.1119067,Q2 2019,MATERIALS,13F,06/30/2019,49.31
Agilent technologies inc,A,"",552653.0,41267000.0,0.10241,0.095,235,80200.0,16.975234,addition,0.1740530,Q3 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,65.1264
Metlife inc.,MET,"",822176.0,40837000.0,0.101343,0.0178,236,655300.0,392.686785,addition,0.0858876,Q1 2008,FINANCE,13F,06/30/2019,48.4126
Sysco corp.,SYY,"",574724.0,40644000.0,0.100864,0.0994,237,-21000.0,-3.525122,reduction,0.1119316,Q4 2001,CONSUMER STAPLES,13F,06/30/2019,28.7899
Welltower inc,WELL,"",493806.0,40260000.0,0.099911,0.0939,238,10100.0,2.088045,addition,0.1235658,Q1 2009,REAL ESTATE,13F,06/30/2019,55.0061
Msci inc,MSCI,"",168000.0,40117000.0,0.0995561,0.0525,239,62400.0,59.090909,addition,0.1984174,Q2 2018,FINANCE,13F,06/30/2019,192.678
Target corp.,TGT,"",459124.0,39765000.0,0.0986826,0.0167,240,375766.0,450.785767,addition,0.0890621,Q4 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,84.9762
Constellation brands  inc.,STZ,"",201367.0,39657000.0,0.0984146,0.0914,241,-7200.0,-3.452128,reduction,0.1052349,Q1 2015,CONSUMER STAPLES,13F,06/30/2019,129.614
Moodys corp,MCO,"",202032.0,39459000.0,0.0979232,0.0855,242,13187.0,6.982975,addition,0.1070028,Q1 2008,FINANCE,13F,06/30/2019,120.6898
Ebay inc.,EBAY,"",998600.0,39445000.0,0.0978884,0.1003,243,-81400.0,-7.537037,reduction,0.1091509,Q3 2002,CONSUMER DISCRETIONARY,13F,06/30/2019,28.7443
Lilly (eli) & co.,LLY,"",352761.0,39082000.0,0.0969876,0.3505,244,-727345.0,-67.34015,reduction,0.0340562,Q1 2012,HEALTH CARE,13F,06/30/2019,73.2068
Bank of new york mellon corp,BK,"",877100.0,38724000.0,0.0960992,0.0407,245,554700.0,172.05335,addition,0.0918583,Q2 2014,FINANCE,13F,06/30/2019,44.4776
Cognizant technology solutions corp,CTSH,"",606400.0,38440000.0,0.0953944,0.1012,246,47700.0,8.537677,addition,0.1054425,Q4 2006,INFORMATION TECHNOLOGY,13F,06/30/2019,57.4225
General mills co.,GIS,"",729296.0,38303000.0,0.0950544,0.0961,247,-13300.0,-1.791014,reduction,0.1217950,Q4 2016,CONSUMER STAPLES,13F,06/30/2019,41.3434
First data corp,FDC,"",1400000.0,37898000.0,0.0940493,0.1051,248,-200000.0,-12.5,reduction,0.1483491,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,20.7242
Diamondback energy inc,FANG,"",343640.0,37446000.0,0.0929276,0.0822,249,19720.0,6.087923,addition,0.2086840,Q4 2018,ENERGY,13F,06/30/2019,94.6332
Uniqure n.v.,QURE,"",475000.0,37121000.0,0.0921211,0.0485,250,150000.0,46.153846,addition,1.2566138,Q4 2017,HEALTH CARE,13F,06/30/2019,44.2244
U.s. bancorp (first national bank of cincinnati),USB,"",707500.0,37073000.0,0.092002,0.0737,251,96000.0,15.699101,addition,0.0442116,Q2 2014,FINANCE,13F,06/30/2019,50.2018
Gms inc,GMS,"",1676538.0,36884000.0,0.091533,0.0841,252,-547282.0,-24.609995,reduction,4.1324575,Q4 2016,CONSUMER DISCRETIONARY,13F,06/30/2019,18.6206
Northern trust corp.,NTRS,"",409100.0,36819000.0,0.0913716,0.0718,253,91300.0,28.72876,addition,0.1872311,Q2 2014,FINANCE,13F,06/30/2019,89.5525
Electronic arts  inc.,EA,"",363500.0,36808000.0,0.0913443,0.0947,254,-9100.0,-2.442297,reduction,0.1213284,Q4 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,102.2362
Jabil inc,JBL,"",1145200.0,36188000.0,0.0898057,0.0613,255,223500.0,24.248671,addition,0.7490842,Q2 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,27.5678
Venator materials plc,VNTR,"",6809275.0,36021000.0,0.0893913,0.0917,256,283846.0,4.349844,addition,6.3996945,Q4 2018,MATERIALS,13F,06/30/2019,4.7174
Hp inc,HPQ,"",1716636.0,35689000.0,0.0885674,0.0847,257,-27100.0,-1.554134,reduction,0.1119424,Q4 2001,INFORMATION TECHNOLOGY,13F,06/30/2019,14.4048
Avalanche biotechnologies inc,ADVM,"",3000000.0,35670000.0,0.0885202,0.0393,258,0.0,0.0,,4.7036689,Q2 2017,HEALTH CARE,13F,06/30/2019,3.8
Applied materials inc.,AMAT,"",783532.0,35188000.0,0.0873241,0.1028,259,-253100.0,-24.415607,reduction,0.0825300,Q4 2001,INFORMATION TECHNOLOGY,13F,06/30/2019,18.9122
Hilton worldwide holdings inc,HLT,"",356400.0,34835000.0,0.0864481,0.0765,260,-11700.0,-3.178484,reduction,0.1224490,Q2 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,67.3577
Broadridge financial solutions inc,BR,"",272700.0,34818000.0,0.0864059,0.0237,261,181200.0,198.032787,addition,0.2357365,Q2 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,122.5092
Xerox corp. (haloid co.),XRX,"",977900.0,34627000.0,0.0859319,0.0772,262,12700.0,1.315789,addition,0.4256736,Q3 2007,INFORMATION TECHNOLOGY,13F,06/30/2019,31.8402
Air products & chemicals inc,APD,"",151781.0,34359000.0,0.0852668,0.1315,263,-123600.0,-44.883271,reduction,0.0691076,Q4 2001,MATERIALS,13F,06/30/2019,140.103
Weyerhaeuser corp.,WY,"",1299900.0,34239000.0,0.084969,0.0609,264,375400.0,40.605733,addition,0.1742984,Q1 2006,MATERIALS,13F,06/30/2019,29.9359
Equity residential,EQR,"",450033.0,34167000.0,0.0847903,0.0876,265,-14900.0,-3.204763,reduction,0.1216536,Q4 2008,REAL ESTATE,13F,06/30/2019,40.0466
Avalonbay communities  inc.,AVB,"",168082.0,34151000.0,0.0847506,0.087,266,-5300.0,-3.056834,reduction,0.1211926,Q1 2009,REAL ESTATE,13F,06/30/2019,97.5749
Proqr therapeutics n.v.,PRQR,"",3735507.0,33993000.0,0.0843585,0.1296,267,0.0,0.0,,9.6102573,Q4 2017,HEALTH CARE,13F,06/30/2019,10.4563
Horizon therapeutics plc,HZNP,"",1400000.0,33684000.0,0.0835917,0.0661,268,400000.0,40.0,addition,0.7572479,Q4 2018,HEALTH CARE,13F,06/30/2019,22.9231
Global payments inc.,GPN,"",210200.0,33659000.0,0.0835297,0.1188,269,-137922.0,-39.618869,reduction,0.1331644,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,136.52
Nrg energy inc,NRG,"",953720.0,33495000.0,0.0831227,0.2624,270,-1516800.0,-61.395981,reduction,0.3418596,Q3 2017,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,28.0441
Consolidated edison co. of new york inc. (consolidated gas co. of new york),ED,"",376873.0,33044000.0,0.0820034,,271,376873.0,,new,0.1173767,Q4 2018,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,87.68
Nevro corp,NVRO,"",500000.0,32415000.0,0.0804425,0.1094,272,-200000.0,-28.571429,reduction,1.6382700,Q1 2017,HEALTH CARE,13F,06/30/2019,58.8826
Rocket pharmaceuticals inc,RCKT,"",2157739.0,32366000.0,0.0803209,0.1053,273,-242261.0,-10.094208,reduction,4.2905926,Q3 2015,HEALTH CARE,13F,06/30/2019,13.9854
Lyondellbasell industries nv,LYB,"",369813.0,31852000.0,0.0790453,0.0801,274,-11287.0,-2.96169,reduction,0.0998604,Q3 2018,MATERIALS,13F,06/30/2019,85.6965
Illinois tool works inc,ITW,"",209688.0,31623000.0,0.078477,,275,209688.0,,new,0.0641405,Q2 2019,INDUSTRIALS,13F,06/30/2019,150.81
Athene holding ltd class a,ATH,"",728000.0,31348000.0,0.0777946,0.0993,276,-245000.0,-25.179856,reduction,0.3712013,Q2 2018,FINANCE,13F,06/30/2019,43.3318
Lear corp,LEA,"",225000.0,31336000.0,0.0777648,0.1188,277,-125000.0,-35.714286,reduction,0.3613877,Q4 2017,CONSUMER DISCRETIONARY,13F,06/30/2019,135.71
Dollar tree inc.,DLTR,"",291300.0,31283000.0,0.0776333,0.0757,278,3027.0,1.050046,addition,0.1221281,Q2 2014,CONSUMER DISCRETIONARY,13F,06/30/2019,78.4768
Southwest airlines co.,LUV,"",614977.0,31229000.0,0.0774993,0.0871,279,-55800.0,-8.318711,reduction,0.1132419,Q4 2001,TRANSPORTS,13F,06/30/2019,32.982
Applied industrial technologies inc. (brown fence & wire - jim brown stores - bearings specialists),AIT,"",505664.0,31114000.0,0.0772139,0.0863,280,-75000.0,-12.916248,reduction,1.3046027,Q3 2017,INDUSTRIALS,13F,06/30/2019,70.5158
Corning inc.,GLW,"",935021.0,31071000.0,0.0771072,0.1067,281,-354300.0,-27.47958,reduction,0.1190776,Q4 2001,MATERIALS,13F,06/30/2019,26.2474
Mckesson corp.,MCK,"",230760.0,31012000.0,0.0769607,0.071,282,-11900.0,-4.903981,reduction,0.1202940,Q4 2001,HEALTH CARE,13F,06/30/2019,142.8993
Xilinx  inc,XLNX,"",262910.0,31002000.0,0.0769359,0.1086,283,-79500.0,-23.21778,reduction,0.1038513,Q3 2014,INFORMATION TECHNOLOGY,13F,06/30/2019,61.7952
Iqvia holdings inc,IQV,"",192200.0,30925000.0,0.0767448,0.0709,284,-5000.0,-2.535497,reduction,0.0974447,Q3 2017,HEALTH CARE,13F,06/30/2019,95.9262
Ventas  inc.,VTR,"",451500.0,30860000.0,0.0765835,0.0712,285,5500.0,1.233184,addition,0.1263467,Q3 2010,REAL ESTATE,13F,06/30/2019,62.7217
Twitter inc,TWTR,"",881200.0,30754000.0,0.0763205,0.0676,286,59100.0,7.188906,addition,0.1146455,Q2 2018,COMMUNICATIONS,13F,06/30/2019,35.8299
Sba communications corp.,SBAC,"",136700.0,30736000.0,0.0762758,0.0702,287,-3900.0,-2.773826,reduction,0.1214140,Q1 2017,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,144.566
Advanced micro devices inc,AMD,"",1010123.0,30677000.0,0.0761294,0.0605,288,61800.0,6.516767,addition,0.0933950,Q1 2017,INFORMATION TECHNOLOGY,13F,06/30/2019,15.9888
Dollar general corp.,DG,"",224077.0,30286000.0,0.0751591,,289,224077.0,,new,0.0864561,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,135.16
Monster beverage corp.,MNST,"",469461.0,29966000.0,0.0743649,0.0674,290,-24600.0,-4.979142,reduction,0.0864330,Q1 2015,CONSUMER STAPLES,13F,06/30/2019,47.3917
Allstate corp (the),ALL,"",288813.0,29369000.0,0.0728834,0.0287,291,167100.0,137.290183,addition,0.0870023,Q2 2009,FINANCE,13F,06/30/2019,90.4353
Verisk analytics inc,VRSK,"",200500.0,29365000.0,0.0728735,0.0684,292,-5300.0,-2.575316,reduction,0.1225026,Q4 2014,INDUSTRIALS,13F,06/30/2019,93.5658
Hartford financial services group,HIG,"",525817.0,29299000.0,0.0727097,,293,525817.0,,new,0.1457607,Q2 2019,FINANCE,13F,06/30/2019,55.72
Zimmer biomet holdings inc,ZBH,"",248548.0,29264000.0,0.0726228,0.1617,294,-257927.0,-50.925909,reduction,0.1214918,Q4 2011,HEALTH CARE,13F,06/30/2019,123.3413
