Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Spdr euro stoxx 50 etf,FEZ,"",7587.0,291000.0,0.0025,0.0038,158,-1769.0,-18.907653,reduction,No Data,Q1 2019,FINANCE,13F,06/30/2019,36.58
Costco co.,COST,"",1084.0,286000.0,0.0024,0.0041,159,-450.0,-29.335072,reduction,0.0002468,Q3 2018,CONSUMER STAPLES,13F,06/30/2019,230.2164
Revlon inc.  class a,REV,"",10470.0,202000.0,0.0017,,160,10470.0,,new,0.0198033,Q2 2019,CONSUMER STAPLES,13F,06/30/2019,19.33
Fossil inc.,FOSL,"",13608.0,156000.0,0.0013,0.0109,161,-58014.0,-81.000251,reduction,0.0274300,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,14.6734
Sportsmans warehouse holdings inc,SPWH,"",33909.0,128000.0,0.0011,0.004,162,-40541.0,-54.453996,reduction,0.0788948,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,4.8
Cheetah mobile inc adr,CMCM,"",13127.0,47000.0,0.0004,,163,13127.0,,new,0.0027615,Q2 2019,INFORMATION TECHNOLOGY,13F,06/30/2019,3.55
Gogo inc,GOGO,"",11057.0,44000.0,0.0004,,164,11057.0,,new,0.0125934,Q1 2018,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2019,3.98
Express inc,EXPR,"",0.0,0.0,,0.0127,"",-268138.0,-100.0,soldall,0.0000000,Q1 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,4.28
Barnes & noble inc,BKS,"",0.0,0.0,,0.008,"",-132615.0,-100.0,soldall,0.0000000,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,5.4584
Gnc holdings inc,GNC,"",0.0,0.0,,0.0055,"",-180498.0,-100.0,soldall,0.0000000,Q1 2018,CONSUMER STAPLES,13F,06/30/2019,2.5119
Cheesecake factory  inc. (the),CAKE,"",0.0,0.0,,0.0058,"",-10788.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,48.92
Capri holdings ltd,CPRI,"",0.0,0.0,,0.0061,"",-11966.0,-100.0,soldall,0.0000000,Q1 2018,INDUSTRIALS,13F,06/30/2019,45.75
Bjs restaurants inc.,BJRI,"",0.0,0.0,,0.0043,"",-8235.0,-100.0,soldall,0.0000000,Q1 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,47.28
Noodles & co,NDLS,"",0.0,0.0,,0.0013,"",-17308.0,-100.0,soldall,0.0000000,Q1 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,6.9482
Oreilly automotive inc.,ORLY,"",0.0,0.0,,0.0061,"",-1412.0,-100.0,soldall,0.0000000,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,350.9629
Crocs inc,CROX,"",0.0,0.0,,0.009,"",-31641.0,-100.0,soldall,0.0000000,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,21.29
Lands end inc,LE,"",0.0,0.0,,0.0102,"",-55677.0,-100.0,soldall,0.0000000,Q1 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,14.8127
Shutterfly inc,SFLY,"",0.0,0.0,,0.012,"",-26619.0,-100.0,soldall,0.0000000,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,40.4415
Anheuser-busch inbev sa adr,BUD,"",0.0,0.0,,0.0025,"",-2699.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER STAPLES,13F,06/30/2019,83.97
Smart & final stores inc,SFS,"",0.0,0.0,,0.0032,"",-59099.0,-100.0,soldall,0.0000000,Q4 2018,CONSUMER STAPLES,13F,06/30/2019,4.8291
1-800 flowers.com inc,FLWS,"",0.0,0.0,,0.0122,"",-60299.0,-100.0,soldall,0.0000000,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,18.23
Brinker international inc.,EAT,"",0.0,0.0,,0.0032,"",-6484.0,-100.0,soldall,0.0000000,Q1 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,43.98
Party city holdco inc,PRTY,"",0.0,0.0,,0.0024,"",-27883.0,-100.0,soldall,0.0000000,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,9.5767
Wendys co. (the),WEN,"",0.0,0.0,,0.0036,"",-18143.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,17.89
Bed bath & beyond inc.,BBBY,"",0.0,0.0,,0.0049,"",-26282.0,-100.0,soldall,0.0000000,Q1 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,11.32
Coupa software inc,COUP,"",0.0,0.0,,0.0521,"",-51753.0,-100.0,soldall,0.0000000,Q4 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,67.4806
Cedar fair lp,FUN,"",0.0,0.0,,0.0077,"",-13269.0,-100.0,soldall,0.0000000,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,47.3
Autozone inc.,AZO,"",0.0,0.0,,0.006,"",-533.0,-100.0,soldall,0.0000000,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,838.34
Dollar general corp.,DG,"",0.0,0.0,,0.0024,"",-1843.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,119.3
Shoe carnival inc,SCVL,"",0.0,0.0,,0.01,"",-26453.0,-100.0,soldall,0.0000000,Q2 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,34.5339
Ascena retail group inc.,ASNA,"",0.0,0.0,,0.0003,"",-28549.0,-100.0,soldall,0.0000000,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,4.57
Nike inc.,NKE,"",0.0,0.0,,0.0044,"",-4676.0,-100.0,soldall,0.0000000,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,84.72
Groupon  inc,GRPN,"",0.0,0.0,,0.0125,"",-317354.0,-100.0,soldall,0.0000000,Q4 2018,COMMUNICATIONS,13F,06/30/2019,3.2553
Estee lauder companies inc.,EL,"",0.0,0.0,,0.0026,"",-1409.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER STAPLES,13F,06/30/2019,165.55
Five below inc,FIVE,"",0.0,0.0,,0.006,"",-4376.0,-100.0,soldall,0.0000000,Q1 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,124.25
Guess inc,GES,"",0.0,0.0,,0.0095,"",-43699.0,-100.0,soldall,0.0000000,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,20.4333
Container store (the),TCS,"",0.0,0.0,,0.015,"",-154459.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,8.8
Scholastic corp.,SCHL,"",0.0,0.0,,0.0029,"",-6555.0,-100.0,soldall,0.0000000,Q4 2018,COMMUNICATIONS,13F,06/30/2019,40.26
Starbucks corp.,SBUX,"",0.0,0.0,,0.0034,"",-4152.0,-100.0,soldall,0.0000000,Q1 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,55.1877
El pollo loco holdings inc,LOCO,"",0.0,0.0,,0.0054,"",-37665.0,-100.0,soldall,0.0000000,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,12.8112
Kirklands inc,KIRK,"",0.0,0.0,,0.001,"",-13224.0,-100.0,soldall,0.0000000,Q3 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,7.03
Micron technology  inc.,MU,"",0.0,0.0,,1.7516,"",-3828296.0,-100.0,soldall,0.0000000,Q1 2018,INFORMATION TECHNOLOGY,13F,06/30/2019,41.4582
The habit restaurants inc,HABT,"",0.0,0.0,,0.0033,"",-27707.0,-100.0,soldall,0.0000000,Q1 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,13.2215
Medifast inc,MED,"",0.0,0.0,,0.004,"",-2799.0,-100.0,soldall,0.0000000,Q2 2018,CONSUMER STAPLES,13F,06/30/2019,127.55
American eagle outfitters inc,AEO,"",0.0,0.0,,0.0024,"",-9709.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER DISCRETIONARY,13F,06/30/2019,22.17
E.l.f. beauty inc,ELF,"",0.0,0.0,,0.0013,"",-11157.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER STAPLES,13F,06/30/2019,10.6
Big 5 sporting goods corp,BGFV,"",0.0,0.0,,0.0101,"",-285645.0,-100.0,soldall,0.0000000,Q1 2018,CONSUMER DISCRETIONARY,13F,06/30/2019,2.8439
Avis budget group inc. (cuc international - cendant),CAR,"",0.0,0.0,,0.0022,"",-5837.0,-100.0,soldall,0.0000000,Q4 2018,TRANSPORTS,13F,06/30/2019,22.48
Iqiyi inc,IQ,"",0.0,0.0,,0.0176,"",-66321.0,-100.0,soldall,0.0000000,Q1 2019,COMMUNICATIONS,13F,06/30/2019,23.92
